"","x","y"
"274",1.84268203134551,2.26554566573153
"135",1.31378363312043,1.60077497997068
"6",0.320042112933297,0.172758885963623
"24",0.0096554303451745,0.369287143253195
"158",1.52032402292149,1.95148837115344
"59",0.195098437145767,-0.457361947303516
"347",-1.81951587999453,3.51599216021906
"146",2.38081341962486,2.18334566056597
"286",2.60283171132828,2.0268941943363
"26",-0.332015702890838,-1.036883258292
"160",1.57124895327858,2.58551603891002
"39",-0.0215940851686882,-0.00139940205248639
"213",2.17986611945135,2.285899864518
"68",0.0350435891300719,-0.398435674677537
"191",1.78257706708185,1.61901066310808
"139",2.54234631734185,2.06226363953624
"202",1.80630532139157,2.69565102472034
"13",-0.516377864244097,0.809108228841486
"296",1.89086111595499,3.31734981309468
"316",-1.91079841385581,2.85567474850641
"176",2.35239068156506,2.40887089725371
"54",0.347433574094223,0.10033155950539
"11",0.0486899639731309,0.42291864050652
"266",1.7048582371284,1.46818854377922
"159",1.61633247069862,1.82325328412214
"94",0.211301175165577,-0.823214002239288
"208",2.10714306755113,2.02550937494712
"251",1.60958846908727,2.25791300413738
"137",2.36524854992938,1.85078321399379
"199",3.07154303358658,1.58401226391333
"102",2.10376826955264,2.69565102472034
"237",2.63943686679654,1.85078321399379
"250",1.61585058210339,2.27963077192333
"119",2.39533972902057,1.42735228463176
"276",2.1568974902122,2.40887089725371
"293",1.61731487824463,2.05603956822118
"40",0.222290278511828,0.253093088067982
"9",-0.672904065488607,0.200457435966389
"339",-2.81478160861028,2.84206357891196
"223",2.08965127234044,1.80796469880163
"36",0.519363863035896,0.502877221757858
"227",1.70773715808458,2.89020945683391
"74",-1.14943546673471,0.736481481418757
"114",1.77711086321081,1.61516810696727
"41",-0.349616333434731,0.234946944083255
"53",0.251606321817841,-0.636596924056047
"48",-0.249624043089103,0.239048786327754
"22",-0.824880598265061,0.459429034641529
"218",2.30387606169001,1.54799265784577
"243",1.84135158726641,1.14146413845005
"128",2.25985188211296,2.31828825653218
"270",2.34489679680855,1.98625204380965
"71",0.032358619039293,0.566593785478724
"301",-2.05831232076679,1.77274594740751
"184",2.28026248400359,1.53618518859141
"345",-2.65095867667442,2.61841768412564
"80",1.61088790976039,0.0990825260814003
"163",3.18292331555761,2.74603347965228
"106",2.47369144285496,2.06369455205868
"32",-0.342328922912463,0.478315497358391
"172",1.21744875773073,1.64378821941099
"149",2.24114875004889,1.89553768079297
"323",-2.57291204740091,3.43419649938638
"306",-2.33628901899755,2.89018256437468
