"","x","y"
"1",0.728269423823804,0.51282041267131
"2",0.909929945599288,0.820282287861777
"3",0.380930867511779,0.250687611204203
"4",0.245030420832336,0.15300287325221
"5",0.626321298768744,0.156423290492967
"6",0.394894515164196,0.0603377485090568
"7",0.172085893573239,0.0514267672837479
"8",0.246850824449211,0.132764274850909
"9",0.627059660386294,0.35137088834683
"10",0.08191690267995,0.0704868111581221
"11",0.255095246247947,0.0721998920406829
"12",0.551263409201056,0.300538868077367
"13",0.772383191389963,0.570636112970997
"14",0.185147868003696,0.27529430645518
"15",0.314590171445161,0.804184912936762
"16",0.63250018353574,0.342841193573222
"17",0.332667731912807,0.0133825168509537
"18",0.519903378561139,0.195432966559588
"19",0.677144997753203,0.456117428337862
"20",0.874302312964574,0.809569143905712
"21",0.66151854605414,0.458957789287496
"22",0.719074666732922,0.54479913002735
"23",0.949013521661982,0.879098855017521
"24",0.593860767316073,0.367932981558863
"25",0.199088253546506,0.0712614712754152
"26",0.501080492744222,0.195572630119252
"27",0.452922716969624,0.174983728953167
"28",0.342212771996856,0.161351138938579
"29",0.0954984505660832,-0.000294354466728243
"30",0.0407749547157437,0.025738054932571
"31",0.312353185378015,0.0384377950091752
"32",0.572923110565171,0.552140953484923
"33",0.574538571992889,0.334824054862513
"34",0.581562532810494,0.367262485440737
"35",0.554767074761912,0.308904483383868
"36",0.575400170404464,0.248438363697987
"37",0.972815736662596,1.01590161827168
"38",0.939830785384402,0.881576950550735
"39",0.0556941868271679,0.119588686903499
"40",0.259995701722801,0.0955045150239803
"41",0.809737484902143,0.690837097794163
"42",0.176622516242787,-0.0240481725662562
"43",0.0667056329548359,-0.0793279998371837
"44",0.171199427684769,0.587737666908652
"45",0.402739993529394,0.12959696189028
"46",0.525829568970948,0.337761086076064
"47",0.548794950125739,0.35279221785734
"48",0.482919667381793,0.287048843808625
"49",0.0188381695188582,-0.0142409975496904
"50",0.464401718927547,0.294144243598584
"51",0.491829939652234,0.204802063333387
"52",0.767043066676706,0.529681877701308
"53",0.834288732847199,0.783538613326722
"54",0.12622897233814,0.00704539563620595
"55",0.724318832159042,0.478777054301166
"56",0.130650238133967,0.00967302558980284
"57",0.49947485467419,0.336211454010165
"58",0.630993591388687,0.375115847680718
"59",0.692854532739148,0.55719581787134
"60",0.113911432912573,0.0604859599041949
"61",0.470192883396521,0.307828374563356
"62",0.816316385520622,0.746616143236975
"63",0.207005481468514,0.0140094297402092
"64",0.526104090502486,0.41442654704357
"65",0.317103974753991,0.152342542983654
"66",0.223357545444742,-0.00336059229847571
"67",0.548030764330178,0.271578196436167
"68",0.512141567189246,0.261557767262634
"69",0.639901511371136,0.418917582014745
"70",0.875427528750151,0.791414919933584
"71",0.153024540981278,0.616567450109869
"72",0.0992934044916183,-0.0180101302277028
"73",0.561303503578529,0.338385170099371
"74",0.15752048837021,0.0334373492512773
"75",0.487893482670188,0.237538720106248
