,x
0,0.0
1,1.0
2,-0.48597460773815937
3,-0.7470436504583874
4,0.8643125389383998
5,0.32389455003324535
6,-1.0083957166488111
7,0.18575295078223156
8,0.9269433948026872
9,-0.6465704997495286
10,-0.601724396287352
11,0.9673182716871648
12,0.15093681793336264
13,-1.0357553900532381
14,0.37918322195007337
15,0.8488567951000281
16,-0.7960386379829724
17,-0.4309423820759165
18,1.011517905197644
19,-0.061400181962729505
20,-0.9606967570142143
21,0.5442007628554455
22,0.7053838001348729
23,-0.8830261858818491
24,-0.25467980121378697
25,1.0097519766315797
26,-0.25454315655349485
27,-0.8738425750884724
28,0.7073907140008466
29,0.5453033378065091
30,-0.9818221591591241
31,-0.06000590128961241
32,0.9996819740534769
33,-0.43064518823877723
34,-0.7629400313911993
35,0.8323129178883825
36,0.36090070449548384
37,-1.010292849959883
38,0.1618403165921011
39,0.956666719322784
40,-0.6281697734278258
41,-0.653195110510658
42,0.9496933084450372
43,0.18917699473084382
44,-1.0500158650243376
45,0.35058306093602243
46,0.8702306013248846
47,-0.7793313983137505
48,-0.4585309774925275
49,1.0224356269189616
50,-0.06125907540737946
51,-0.9791361261105935
52,0.557086795815382
53,0.7082164603719296
54,-0.8900326668004431
55,-0.2722349370755864
56,1.0436709290719206
57,-0.2431636600061426
58,-0.9193312282973699
59,0.7107919042109473
60,0.5677347313734042
61,-0.9964870190572847
62,-0.04784616825063463
63,1.033378542869641
64,-0.464693850164841
65,-0.7858186762695145
66,0.8564168993551129
67,0.362272465479175
68,-1.025571520002275
69,0.16988857181605352
70,0.9494109007485456
71,-0.6315560901438019
72,-0.6253616422629183
73,0.9454685525753466
74,0.15017408486397407
75,-1.0064036505847695
76,0.37049563839013877
77,0.8224569138325492
78,-0.7787462764382146
79,-0.44574384883256546
80,1.0112036001131866
81,-0.03207243508824373
82,-0.994007739428417
83,0.5412802133870293
84,0.7259893515687188
85,-0.8847397480908588
86,-0.2784900913903796
87,1.0511372231107317
88,-0.2382796127097207
89,-0.916099836599606
90,0.7151765540410693
91,0.5896625654656095
92,-1.0042690886670365
93,-0.07429577087520764
94,1.040460924425189
95,-0.4418744415212329
96,-0.8149321848831552
97,0.8459399315246148
98,0.40392409002005714
99,-1.0251590029392124
100,0.09981778810457861
101,0.9978320007795981
102,-0.579138909287173
103,-0.7113678930396573
104,0.9588768467975192
105,0.23568877969674445
106,-1.0653713945518999
107,0.30699552116863194
108,0.9300451011420369
109,-0.7582025457104355
110,-0.5276003576140433
111,1.0323777421184044
112,0.02430774982358029
113,-1.0333531590812988
114,0.499711800390821
115,0.7909996950958859
116,-0.8760304741330462
117,-0.35817947785796345
118,1.0559234428928994
119,-0.1702741910004338
120,-0.9603850905992385
121,0.6620023191086918
122,0.6313966603687382
123,-0.9774041511016095
124,-0.13115152900309984
125,1.0599695835569045
126,-0.3665101160729979
127,-0.8585731165634227
128,0.8055603516413098
129,0.46560869141332406
130,-1.02450915669184
131,0.062427328796546507
132,1.0061558937468338
133,-0.5626940628148126
134,-0.7174712930096044
135,0.9272427215619479
136,0.27553428296348725
137,-1.0486609562656601
138,0.25316533016442333
139,0.9426842913024779
140,-0.7314488730597188
141,-0.5657855954806276
142,1.021227398507976
143,0.06371218954502626
144,-1.0344448935836215
145,0.46609500370799095
146,0.7952996791805305
147,-0.8624976738165574
148,-0.3484745821985207
149,1.0486488535827545
150,-0.14774646125016422
151,-0.964389413782654
152,0.6466901606560832
153,0.6390049201529006
154,-0.9663031834983792
155,-0.1422398260264346
156,1.0580773402792774
157,-0.3710307055161289
158,-0.8633544325140661
159,0.81898011369242
160,0.4888011857668544
161,-1.048103751225566
162,0.04285745792721232
163,1.0562541231693754
164,-0.5632701577276189
165,-0.766612491305938
166,0.9485607584077502
167,0.32519978861267473
168,-1.104579724284702
169,0.23186367494821836
170,1.0024403483919146
171,-0.7200408154854459
172,-0.6498565597975308
173,1.0597327286493343
174,0.12268071689814625
175,-1.1352788088831232
176,0.45321987465884866
177,0.9132880912836284
178,-0.9068012129708496
179,-0.4695791541628697
180,1.1627967999913305
181,-0.08454713330810448
182,-1.1003635114365813
183,0.6440894364078437
184,0.788744645957898
185,-1.0378219745099047
186,-0.2561575364703758
187,1.1809133497775852
188,-0.3053577186792553
189,-1.0213048177283033
190,0.8196238030612117
191,0.5991804882039203
192,-1.1221296865524901
193,-0.03626362741429712
194,1.153344357505505
195,-0.53420841172964
196,-0.8575632114447199
197,0.9759992985703456
198,0.3804559314760411
199,-1.150624135762377
200,0.1975013401593269
201,1.057943054321419
202,-0.7154416591073575
203,-0.6988815713804384
204,1.0706017621357962
205,0.18647335964226658
206,-1.1527475077574538
207,0.40016233343774954
208,0.9658206124525128
209,-0.8681484313874781
210,-0.5040779147429068
211,1.1439365633590608
212,-0.06033506417821339
213,-1.0956730008346687
214,0.6290460573115582
215,0.805546789218707
216,-1.037483711917109
217,-0.28214723884572923
218,1.1929231522856962
219,-0.30682610940199373
220,-1.020562650121699
221,0.8193846901003271
222,0.6208602962148718
223,-1.1239583470563759
224,-0.04188141029824036
225,1.1409864913326977
226,-0.5291828818505225
227,-0.8653076072002815
228,0.9751132683831994
229,0.40052315929954474
230,-1.1584873054053102
231,0.19134677942340264
232,1.0767658809344605
233,-0.7093907264830857
234,-0.7056910446119949
235,1.0646200472118479
236,0.1690607433113384
237,-1.1212736688640783
238,0.40029768037762176
239,0.9322474797611446
240,-0.8734742631201379
241,-0.48790908706057373
242,1.1098424552937511
243,-0.05434198665962479
244,-1.0594955616368857
245,0.5968541411739375
246,0.7715974357803835
247,-0.9598194289318488
248,-0.28182065027937914
249,1.1184178692929851
250,-0.2567228305072497
251,-0.9742125329316301
252,0.747668864689627
253,0.6010167734670708
254,-1.0348872984986424
255,-0.07800226366579693
256,1.0737072585664504
257,-0.4609792564940887
258,-0.8305525030485061
259,0.8926429548502817
260,0.39556238636731916
261,-1.079371830443651
262,0.17394993923216168
263,0.9858635511855991
264,-0.6572911218605285
265,-0.6573998677140749
266,1.0083187497225552
267,0.17106128011267047
268,-1.0789733346192318
269,0.3797108577359254
270,0.9159577030073096
271,-0.835377757974023
272,-0.5016327296853174
273,1.1110840948177534
274,-0.05171019696323449
275,-1.066749074856929
276,0.6018490026945229
277,0.7822858757143757
278,-0.9793757275830957
279,-0.26034261076019594
280,1.110855715299163
281,-0.2725454480105084
282,-0.9445825891396862
283,0.7632589596504824
284,0.5801613980312709
285,-1.0408408482524336
286,-0.059789993468586274
287,1.0667244858114484
288,-0.47055869703050784
289,-0.8099024071818918
290,0.8775316196286242
291,0.378643034456389
292,-1.0645313089245718
293,0.15847493000991617
294,1.0014010738264472
295,-0.6304818338069951
296,-0.6640772839021487
297,0.9905786706666218
298,0.18545155384847203
299,-1.0670291235089906
300,0.3646388625486703
301,0.8899256708838293
302,-0.7936745364477164
303,-0.4738198547071949
304,1.0449275754025948
305,-0.03119904774305787
306,-1.0072358560251802
307,0.5330270513949256
308,0.7479954680033507
309,-0.9068586001853298
310,-0.27059966869713487
311,1.0458830972369195
312,-0.23639340938297337
313,-0.9187476836787527
314,0.7131089301269821
315,0.5790184228966597
316,-0.9908081020999802
317,-0.07260584927982433
318,1.0408930581635416
319,-0.4439659017032158
320,-0.8031411021892907
321,0.857624196781213
322,0.3864813682730737
323,-1.0256257308625567
324,0.12543486886480407
325,0.964392691755524
326,-0.6009131227438955
327,-0.6617402441171022
328,0.9367506470261246
329,0.20165631924327518
330,-1.037394433709707
331,0.33170842084444857
332,0.8803549281227844
333,-0.7479464651142242
334,-0.49322997953025505
335,1.0178339726783245
336,-0.026393674118130483
337,-0.9898872609648249
