"","x","y"
"1",-0.674862519410523,1.33509433905838
"2",1.53093946114079,-1.55631116589931
"3",-0.874639545626728,1.01124520405261
"4",0.923968608162892,-1.30351815779579
"5",-1.9927187548132,-2.07526763173386
"6",-1.75245283375161,-2.65068229794656
"7",1.17464969572408,-1.00824413968268
"8",0.393634790799288,2.25304828456318
"9",-2.45839141611504,-3.21063138400974
"10",-2.42641917670959,-3.04442820900988
"11",3.2817063489261,-2.43306802031984
"12",-1.15252603995683,-2.29382797150505
"13",-1.24871359692061,0.76236303978782
"14",1.18909647444057,3.59494826039138
"15",1.18475896404364,-1.40212895508942
"16",-2.1254149745651,-1.09117951412476
"17",0.445200535261187,0.277824964350616
"18",-0.778843966003881,-2.94559217112564
"19",0.603259771058098,-1.09888505338029
"20",-1.22308159873439,0.659489174351632
"21",-1.40590615303886,1.56628739999656
"22",-2.441523301129,-3.23909799479731
"23",-1.63901239138315,-3.35343355401173
"24",-1.37877110447944,-3.20505305240048
"25",1.43498458407141,-1.51231807104279
"26",0.922207418193579,-0.70808336252572
"27",-0.487857176748983,-2.99872692298724
"28",-1.04649676899954,0.868321815446844
"29",2.69144264495534,-2.42404310220079
"30",-1.73986936974949,-2.80810325273136
"31",1.56962007752088,-1.40668549203272
"32",-0.684475951283528,1.34243121695944
"33",1.49229381454969,-1.78410759294119
"34",-0.546396571675851,1.24790928526985
"35",-3.83453163367449,-2.23788738126745
"36",1.0235292897743,-0.727013289412591
"37",-1.50988620864116,-2.98001155059264
"38",0.738607479824715,-0.894674817054151
"39",0.637750560214748,2.42112703544026
"40",-2.46694812339566,-0.343922347650655
"41",-0.293770709628576,0.59465658704459
"42",-1.58849893659843,0.581150026603032
"43",-0.852142739781537,1.12125194521301
"44",-1.44873762096509,-2.73661597309942
"45",-1.14575954568716,0.676402814820385
"46",-0.900701820463095,1.28251114879017
"47",0.797796705629032,-0.718535875576451
"48",-1.6272215677743,1.62712462526659
"49",-0.923566459137259,1.26400610385517
"50",-1.2035233651827,1.08909539935607
"51",2.39131891244584,-2.00789881551776
"52",-0.74758002998137,1.27676100507988
"53",-0.828827465673341,1.16186015727606
"54",-1.96406159660249,-3.24150945909387
"55",-2.20786159172279,-2.79624047212092
"56",-2.81610177929928,-2.41185369881356
"57",0.29096300261751,-0.81900531695731
"58",-1.13085197753416,0.253485168194675
"59",1.74347441021894,-2.21342587927982
"60",-0.118002206820278,-0.0321790243949623
"61",2.36905206335279,-0.573590230146162
"62",-2.67425550322149,3.5749769095269
"63",0.351049830466316,-0.0376848595885708
"64",1.92736982092924,-2.26511656434144
"65",1.77828089041392,-1.14475613106461
"66",-1.10848397264834,-2.90580735648598
"67",0.0477832072821774,-0.263721132081608
"68",0.463697008566563,-1.97560996095718
